"This software and accompanying CALeDNA kit is for research purposes only.  Under no circumstances shall the CALeDNA Program nor the University of California be held liable for direct, indirect, special, incidental or consequential loss or damages resulting from the use, misuse, or inability to use this software & kit.";"1. Plan and pack appropriately especially food, water, first aid kit, clothing. 2. Don’t hike at dawn or dusk 3. Make low level noise to avoid wild animals e.g. bears, rattle snakes. 4. Stay on paths until you get to a sampling site. 5. Be aware of dangers & how to avoid e.g. Giardia, poison oak, ticks. 6. Keep emergency numbers handy 7. Leave no trace.";"Enter the sampling date and time";"Where are you? ";"Where are you? /UC Natural Reserve";"Where are you? /Somewhere else";"Where are you? /Coachella Valley MSHCP site";"If at a UC Natural Reserve, select which one";"If at a CVMSHCP site, select which one ";"On your trip you'll choose a site to sample, and fill three tubes of soil from a foot apart from each other.";" The three tubes have a kit number (e.g. K0501) and letters and numbers after a dash (e.g. -A1). Enter the KIT number beginning with K.";"Select the match for the letters and numbers after the dash on your tubes.";"Now walk to the location and choose your place to sample";"Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_latitude";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_longitude";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_altitude";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_precision";"Confirm that the label on the tubes match the name you entered in this form.";"PUT ON FRESH GLOVES. YOU WILL NOW COLLECTING THE SAMPLES";"Avoiding large debris away, fill  3 tubes with soil or sediment from where you're standing. The tubes should be sampled from about a foot apart from each other. These are biological replicates. Screw lids on tight, and place the three tubes back in their whirlpack.";"What type of substrate did you sample? Soil or Sediment.";"Describe the habitat you are sampling from";"What depth are your samples from?";"(optional) Choose from common environmental features to describe where you sampled from. ";"(optional) Choose from common environmental features to describe where you sampled from. /Enclosed water";"(optional) Choose from common environmental features to describe where you sampled from. /Estuary (partially enclosed)";"(optional) Choose from common environmental features to describe where you sampled from. /Open water";"(optional) Choose from common environmental features to describe where you sampled from. /Reef";"(optional) Choose from common environmental features to describe where you sampled from. /Elevated ridge";"(optional) Choose from common environmental features to describe where you sampled from. /Slope/slant";"(optional) Choose from common environmental features to describe where you sampled from. /Basin/wash";"(optional) Choose from common environmental features to describe where you sampled from. /Rock mound";"(optional) Choose from common environmental features to describe where you sampled from. /Pit or ravine";"(optional) Choose from common environmental features to describe where you sampled from. /Flat land/terrace";"(optional) Choose from common environmental features to describe where you sampled from. /Rocky shore";"(optional) Choose from common environmental features to describe where you sampled from. /Beach";"(optional) Choose from common environmental features to describe where you sampled from. /Kelp forest";"(optional) Choose from common environmental features to describe where you sampled from. /Other";"If other, describe the environmental feature";"Describe the environmental setting by making selections from this list.";"Describe the environmental setting by making selections from this list./On roadside";"Describe the environmental setting by making selections from this list./On trail";"Describe the environmental setting by making selections from this list./Near (<5m) road or trail";"Describe the environmental setting by making selections from this list./Near (<5m) buildings";"Describe the environmental setting by making selections from this list./On farm";"Describe the environmental setting by making selections from this list./On garden";"Describe the environmental setting by making selections from this list./On manmade landscape";"Describe the environmental setting by making selections from this list./Near (<2m) stagnant water";"Describe the environmental setting by making selections from this list./Near (<2m) moving water";"Do you have a green soil three-way meter";"If you have a meter, take out the soil meter (if provided). Stick it about 2 inches in the ground, wait 5 minutes, and record the following:";"Light";"pH";"Moisture";"Take a photo of the environment you sampled";"(*Optional*) Regarding this site you just visited, do you have any comments or concerns to share with us?";"Thank you for collecting for CALeDNA!";"You can SUBMIT now or save as draft, then reload the form by pressing the number in the upper left corner of the form when connected to wifi, and then scroll to the bottom, uncheck 'save as draft' and press the SUBMIT button. Make sure the data are submitted by checking that the upper left number says 0 and no more unsubmitted forms are saved.";"_id";"_uuid";"_submission_time";"_validation_status";"_index"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"L7";"";"34.032493 -118.683898 0.3840780556201935 79.42121633526176";"34.032493";"-118.683898";"0.3840780556201935";"79.42121633526176";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_29_52.jpg";"Sampled from completely dry sand approximately 8 feet from lagoon water line. Chose undisturbed soil patch. Soil in proximity had bird prints .";"";"";"41605161";"4fd6fcf9-5edf-44da-8660-4af6cb4e2ce4";"2019-11-24T19:31:15";"";"61"
"";"";"2019-11-24T11:45:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO665";"K6";"";"34.032297 -118.682024 8.146308898925781 5";"34.032297";"-118.682024";"8.146308898925781";"5";"OK";"";"";"Water (special equipment needed)";"Fully submerged ";"Submerged 60cm-2m";"Estuary (partially enclosed)";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_34_48.jpg";"";"";"";"41605374";"127c3b5b-8846-469f-a562-ae5b4b0f1e36";"2019-11-24T19:35:18";"";"62"
"";"OK";"2019-11-24T11:45:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"K6";"";"34.033476 -118.679453 3.1708450317382812 5";"34.033476";"-118.679453";"3.1708450317382812";"5";"OK";"";"";"Sediment";"Fully submerged ";"Top layer (top 3cm) soil or sediment";"Open water Beach";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_35_17.jpg";"We sampled the sediment in the ocean around 5 feet away from the shore";"";"";"41605410";"dfc13ed0-5f33-4106-8e82-1a6572e06957";"2019-11-24T19:36:20";"";"63"
"";"OK";"2019-11-24T11:45:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"G5";"";"34.032708 -118.680707 1.3868657350540161 97.79700915692078";"34.032708";"-118.680707";"1.3868657350540161";"97.79700915692078";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water Beach";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_42_32.jpg";"There is foam in water. There is evidence of top over.";"";"";"41605565";"44e2fe66-6a70-4867-b4a1-eb3ac2743c06";"2019-11-24T19:43:13";"";"64"
"";"";"2019-11-24T11:15:00.000-08:00";"";"";"";"";"";"";"";"K0666";"M8";"";"34.032561 -118.680791 7.764522552490234 12.000000000000002";"34.032561";"-118.680791";"7.764522552490234";"12.000000000000002";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_44_33.jpg";"Evidence of recent top over (ocean coming into lagoon during high tide), water is foamy . Snowy plover spotted.";"";"";"41605671";"0a714420-2994-4597-b930-9aad4035dc85";"2019-11-24T19:46:40";"";"65"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0661";"L7";"";"34.032458 -118.685345 0 36.19900131225586";"34.032458";"-118.685345";"0";"36.19900131225586";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Malibu Lagoon, 20m away from water";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"IMG_20191124_112910-11_29_54.jpg";"";"";"";"41605702";"37b2d733-7586-4ffa-8040-f3d4f73a8197";"2019-11-24T19:48:17";"";"66"
"";"OK";"2019-11-24T11:45:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0691";"G5";"";"34.032244 -118.685159 0 30.408000946044922";"34.032244";"-118.685159";"0";"30.408000946044922";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"IMG_20191124_113524-11_37_24.jpg";"The site is just upslope from the trail";"";"";"41605704";"32110e19-57f5-4bce-bdcf-2dd7295d30ee";"2019-11-24T19:48:36";"";"67"
"";"OK";"2019-11-24T11:45:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0691";"L7";"";"34.032263 -118.685036 0 69.33999633789062";"34.032263";"-118.685036";"0";"69.33999633789062";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Malibu lagoon at waters edge";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"IMG_20191124_114632-11_49_44.jpg";"Malibu lagoon right at waters edge";"";"";"41606044";"ad6c7e58-c848-4d2b-83d6-fea1dba38bbf";"2019-11-24T19:55:45";"";"68"
"";"OK";"2019-12-01T12:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0612";"A1";"";"36.67915 -121.771452 44.16844988888862 8.07485878449556";"36.67915";"-121.771452";"44.16844988888862";"8.07485878449556";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"image-12_3_36.jpg";"";"";"";"41606303";"b5fa4cd8-55c1-4167-9691-3839fddcb476";"2019-11-24T20:09:01";"";"69"
"";"";"2019-11-24T12:00:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0666";"L7";"";"34.031565 -118.683209 0.9775859117507935 65";"34.031565";"-118.683209";"0.9775859117507935";"65";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water Beach";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_48_39.jpg";"Taken approximately 8 feet from lagoon water line . Undisturbed soil.";"";"";"41606438";"4350942e-6073-4697-a6cc-31245f0227be";"2019-11-24T20:12:59";"";"70"
"";"OK";"2019-11-24T12:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0691";"A1";"";"34.034107 -118.683904 4.403236389160156 5";"34.034107";"-118.683904";"4.403236389160156";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"Dry shore near a lagoon";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-12_15_28.jpg";"";"";"";"41606535";"7237a442-9153-4973-b5a9-fcbe87a19ebf";"2019-11-24T20:16:27";"";"71"
"";"OK";"2019-11-24T12:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0758";"K6";"";"36.678887 -121.770458 50.29035949707031 10";"36.678887";"-121.770458";"50.29035949707031";"10";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"image-12_7_32.jpg";"Among Cordylanthus rigidus subsp. littoralis population, coastal scrub/maritime chaparral edge zone";"";"";"41606538";"e6e8361a-7fdd-41a8-a9e0-b32462088ba9";"2019-11-24T20:16:44";"";"72"
"";"OK";"2019-11-24T12:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0686";"B2";"";"34.035356 -118.683852 1.000035285949707 65";"34.035356";"-118.683852";"1.000035285949707";"65";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail Near (<2m) stagnant water";"0";"0";"1";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-12_19_26.jpg";"Had to push away pebbles to get sediment. Evidence that water level has risen recently because water is covering plants.";"";"";"41606598";"fe897066-fa34-412e-9d93-e9734291eb89";"2019-11-24T20:20:06";"";"73"
"";"OK";"2019-11-24T12:15:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0838";"G5";"";"36.678927 -121.770454 45.98286437988281 5";"36.678927";"-121.770454";"45.98286437988281";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"image-12_19_8.jpg";"Grassland/coastal scrub edge zone.  Corethrogyne filaginifolia, stephanomaria sp, Lessingia pectinata, croton californica, Ericameria ericoides";"";"";"41606622";"e16823c7-a620-4ea8-a65f-a2643600d6de";"2019-11-24T20:21:58";"";"74"
"";"OK";"2019-11-24T12:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0686";"K6";"";"34.035082 -118.683654 0.9998666048049927 65";"34.035082";"-118.683654";"0.9998666048049927";"65";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-12_22_41.jpg";"Soil was under layer of rocks, evidence lagoon had very recently risen and shifted water line";"";"";"41606638";"037153a0-e133-4c6e-8a26-8f1dd04a0991";"2019-11-24T20:23:44";"";"75"
"";"OK";"2019-11-24T12:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0666";"C3";"";"34.033995 -118.683861 5.028205871582031 5";"34.033995";"-118.683861";"5.028205871582031";"5";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water Other";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Malibu Lagoon area, right under water line. Grass area";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-12_22_38.jpg";"We are at Malibu lagoon. Right at water level. We collect the sediment by moving the grass under water";"";"";"41606669";"9ef90b48-1ba6-4a44-8c07-d6f539c78017";"2019-11-24T20:25:20";"";"76"
"";"OK";"2019-11-24T12:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0686";"A1";"";"34.034965 -118.683751 1.2618343830108643 65";"34.034965";"-118.683751";"1.2618343830108643";"65";"OK";"";"";"Soil";"Rarely submerged or wetland or arroyo";"Top layer (top 3cm) soil or sediment";"Enclosed water";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-12_26_46.jpg";"Ground thickly covered with shrubs / plants on slope . Sample taken just above slope where ground was more open .";"";"";"41606725";"898bb637-ac36-4eda-ba49-f06991114735";"2019-11-24T20:27:24";"";"77"
"";"OK";"2019-11-24T12:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0619";"B2";"";"36.678551 -121.770745 42.46473693847656 5";"36.678551";"-121.770745";"42.46473693847656";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"On trail";"0";"1";"0";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-12_27_9.jpg";"Known Phrynosoma blainvilii habitat, also an edge zone of where our biological crust (composed of moss, fungi, etc occurs.";"";"";"41606747";"3cc6e35b-1350-4ee7-b77c-b0848abd3f65";"2019-11-24T20:28:10";"";"78"
"";"OK";"2019-11-24T12:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0619";"G5";"";"36.678554 -121.77179 42.15779113769531 5";"36.678554";"-121.77179";"42.15779113769531";"5";"";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"image-12_34_7.jpg";"Sampled under Ceanothus rigidus, in maritime chaparral";"";"";"41606943";"77e531fb-5188-4605-82bb-ab3420292c4a";"2019-11-24T20:35:46";"";"79"
"";"OK";"2019-11-24T12:45:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0620";"E4";"";"36.67728 -121.774283 46.92903137207031 10";"36.67728";"-121.774283";"46.92903137207031";"10";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-12_39_24.jpg";"";"";"";"41607381";"bfbce383-ede9-455c-9d22-0ead6ad38e4a";"2019-11-24T20:44:18";"";"80"
"";"OK";"2019-11-24T12:45:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0617";"K6";"";"36.678373 -121.772652 46.38258361816406 5";"36.678373";"-121.772652";"46.38258361816406";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"image-12_45_33.jpg";"Near Lupinus albifrons, lessingia pectinata, Ericameria ericoides, Castilleja exserta. Open sand habitat";"";"";"41607475";"bb878850-af17-425c-9a5e-cf9c679640f7";"2019-11-24T20:47:45";"";"81"
"";"OK";"2019-11-24T13:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0618";"A1";"";"36.67809 -121.773092 44.55982815773537 32";"36.67809";"-121.773092";"44.55982815773537";"32";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-12_54_37.jpg";"Arctostaphylos tomentosa";"";"";"41607769";"aadfb13a-3b20-49ee-9111-ff9bdd1286cd";"2019-11-24T20:57:24";"";"82"
"";"OK";"2019-11-24T13:06:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0771";"C3";"";"36.678168 -121.774597 45.38063049316406 5";"36.678168";"-121.774597";"45.38063049316406";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-13_8_17.jpg";"";"";"";"41608090";"4f39596e-8a7d-45b1-bdfb-10fe88d5762c";"2019-11-24T21:09:03";"";"83"
"";"OK";"2019-11-24T11:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0666";"G5";"";"34.03237 -118.681883 2.985624313354492 65";"34.03237";"-118.681883";"2.985624313354492";"65";"OK";"";"";"Sediment";"Fully submerged ";"Top layer (top 3cm) soil or sediment";"Enclosed water Estuary (partially enclosed)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_10_53.jpg";"Under water right at shoreline.  Transects with T9 sample";"";"";"41608227";"6832bf47-3a81-4cb8-94fb-223187da2c90";"2019-11-24T21:14:31";"";"84"
"";"OK";"2019-11-24T11:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"E4";"";"34.032348 -118.68186 3.1100886057789374 30.7015968327971";"34.032348";"-118.68186";"3.1100886057789374";"30.7015968327971";"OK";"";"";"Sediment";"Fully submerged ";"Top layer (top 3cm) soil or sediment";"Enclosed water Estuary (partially enclosed)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_18_54.jpg";"About a foot and a half of overlying water, water is foamy, grasses at shoreline.  jaumia";"";"";"41608228";"0cacfa9d-22ed-4144-b692-f731c79dcaea";"2019-11-24T21:14:33";"";"85"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"C3";"";"34.032436 -118.681829 3.1543843036472623 47.61762448171382";"34.032436";"-118.681829";"3.1543843036472623";"47.61762448171382";"OK";"";"";"Sediment";"Fully submerged ";"Top layer (top 3cm) soil or sediment";"Enclosed water Estuary (partially enclosed) Beach";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_24_37.jpg";"Point where seabirds are, about 2 ft overlying water, cormorants";"";"";"41608231";"82e54483-5371-4b55-9194-4fc60ef5cf1a";"2019-11-24T21:14:35";"";"86"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"M8";"";"34.032462 -118.681827 3.136881997059696 35.48101949900369";"34.032462";"-118.681827";"3.136881997059696";"35.48101949900369";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water Estuary (partially enclosed) Beach";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_28_54.jpg";"Covered with a grass of some kindOn high ground at end of point where seabirds were";"";"";"41608232";"827cff3b-2be8-4e29-aab4-637f94b2be6f";"2019-11-24T21:14:38";"";"87"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0611";"C3";"";"34.034959 -118.685239 1.060995101928711 65";"34.034959";"-118.685239";"1.060995101928711";"65";"OK";"";"";"Sediment";"Fully submerged ";"Top layer (top 3cm) soil or sediment";"Enclosed water Estuary (partially enclosed) Beach";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_34_36.jpg";"Samples taken just under waterline, grad growing in sediment, samples taken under it";"";"";"41608233";"79f76129-a8be-4b1c-ab84-5170b72f5bff";"2019-11-24T21:14:40";"";"88"
"";"OK";"2019-11-24T11:45:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0686";"L7";"";"34.032339 -118.681637 1.0700355768203735 65";"34.032339";"-118.681637";"1.0700355768203735";"65";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_47_59.jpg";"Beach side of Malibu lagoon, about half a foot of water, saltwater";"";"";"41608234";"c20988c8-6e9e-4df5-801d-cf03beb72b41";"2019-11-24T21:14:42";"";"89"
"";"OK";"2019-11-24T12:15:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0617";"A1";"";"36.678712 -121.76991 14.5079345703125 4.288000106811523";"36.678712";"-121.76991";"14.5079345703125";"4.288000106811523";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"15746266367318546148730927135437-12_17_22.jpg";"Native grasses and forbs mixed with non native.  Transitioning grassland to shrub land. Likely bobcat and Eryssimum emophylum habitat";"";"";"41609556";"68e33b96-1327-4655-b7a3-9818ba05c730";"2019-11-24T22:26:45";"";"90"
"";"OK";"2019-11-24T12:45:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0771";"E4";"";"36.6781 -121.773118 3.444427490234375 452.6789855957031";"36.6781";"-121.773118";"3.444427490234375";"452.6789855957031";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"No";"";"";"";"";"15746277406817680032532205457073-12_35_48.jpg";"Manzanita and live oak . Lots of lichen on oaks. Moss galore and some bromus. Vacilia malvifolia (scorpionweed)";"";"";"41609558";"f6ed2a14-bea6-4622-b3b9-55efb7c2c462";"2019-11-24T22:26:55";"";"91"
"";"OK";"2019-11-24T13:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Fort Ord Natural Reserve";"";"";"K0840";"T9";"";"36.67804 -121.774643 7.86285400390625 6.432000160217285";"36.67804";"-121.774643";"7.86285400390625";"6.432000160217285";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"On trail";"0";"1";"0";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"15746288455998980707754365442817-12_54_30.jpg";"End of small mammal trap";"";"";"41609559";"d61aa411-0ae7-4f95-994f-30f18f7100f3";"2019-11-24T22:27:01";"";"92"
