"taxon_id","canonical_name","zone","sand_type","habitat_type","median_tide_line","protected","location_in_harbor","location"
1459949,"Perspicuibacter marinus","Marsh_runoff","silt","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
173455,"Peyssonneliaceae","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
350814,"Aquimarina intermedia","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
197893,"Trichodina","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
444432,"Anderseniella","Unprotected_tidepool","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
332095,"Dethiosulfatibacter aminovorans","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
564102,"Glaciecola sp. ZS2-27","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
35133,"Labyrinthula",,,,,,,
231454,"Dyella","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
197183,"Alkanindiges illinoisensis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
382,"Sinorhizobium meliloti","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
1537524,"Thiogranum longum","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1570281,"Marimicrobium arenosum","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
407301,"Karlodinium veneficum","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
47937,"unidentified planctomycete","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
179793,"Chroomonas sp. M1318","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
429344,"Maribacter polysiphoniae","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
1053873,"Leathesia marina","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
939632,"delta proteobacterium SCGC AAA300-D09","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
1562564,"Aridibacter","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
254247,"Aquicella siphonis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1570282,"Kangiella chungangensis","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
224465,"Kofleria","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
863489,"Planctomycete enrichment culture clone Lt-C7",,,,,,,
200120,"Nitrosospira sp. Nl5","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
889265,"Jahnella thaxteri","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
2986,"Ochromonas danica","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
1691972,"Thoracosphaeraceae","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
1053875,"Stenogramma californicum","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
361177,"Altererythrobacter",,,,,,,
1434936,"Herdmania litoralis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
179104,"Argulus","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
246874,"Cryomorphaceae","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
178859,"Parasterope pollex","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
1720277,"Mesorhizobium sp. FyFern_24","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
40,"Stigmatella","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1806508,"Candidatus Promineofilum breve","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
292628,"Anaerolineaceae","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
265554,"Amphora coffeiformis","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point exposed unprotected"
240360,"Thecadinium kofoidii","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
238900,"Chlamydodon","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
75682,"Oxalobacteraceae","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
89963,"Heterocapsa rotundata","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
258255,"Pseudovibrio","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
109238,"Planoglabratella opercularis","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
328416,"Roseovarius pelophilus","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
426012,"Olavius ilvae associated proteobacterium Delta 8","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
305318,"Planctomycetales bacterium Ellin7244","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
49265,"Thalassiosira rotula","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1535388,"Chordariaceae sp. 10 AP-2014","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
84308,"Cyclopoida","Unprotected_tidepool","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
213421,"Desulfuromonadaceae","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
2991,"Synura",,,,,,,
135617,"Thiotrichaceae","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
213481,"Bdellovibrionales","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
518753,"Luteolibacter","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
165697,"Sphingopyxis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
1486440,"Chroomonas sp. RCC1504",,,,,,,
426639,"Diatoma tenuis","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1692004,"Enhygromyxa sp. SIS-1","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
939219,"alpha proteobacterium SCGC AAA003-F10","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1133571,"Cesiribacter sp. JJ021","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
420603,"Uroglena sp. CCMP2768",,,,,,,
212187,"beta proteobacterium BP-5","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
216740,"Sellaphora","Unprotected_tidepool","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
65688,"Oceanospirillum-like bacterium S1C18","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
2048558,"Winogradskyella haliclonae","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
194924,"Desulfovibrionaceae","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point exposed unprotected"
200644,"Flavobacteriales","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1028742,"Altererythrobacter gangjinensis","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
86304,"Saccharophagus degradans","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
334724,"Nitrosomonas sp. NS20","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
930804,"Aureitalea marina","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1707966,"Racemicystis crocea","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
1530515,"delta proteobacterium FM1B-F6","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
437732,"gamma proteobacterium enrichment culture clone 1327a","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
2056228,"Rhodospirillaceae bacterium AW97","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
7675,"Echinoida","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
261938,"Desulfovibrio cavernae","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1010401,"gamma proteobacterium SCGC AAA166-J03","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
40216,"Acinetobacter radioresistens","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1576369,"Planctomicrobium piriforme","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1853230,"Crocinitomicaceae","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
138174,"Chlorosarcinopsis","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point exposed unprotected"
1202738,"Pseudoalteromonas sp. D07S-1(2012)","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
467094,"Ilumatobacter coccineus","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
160610,"Peridinium umbonatum","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
340191,"Pseudoalteromonas sp. NJ62","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
1337775,"Hyphomonas sp. DG1588","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point exposed unprotected"
762641,"Muriicola","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1129544,"Rhizophagus","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1647751,"Thermoplasmata archaeon enrichment culture","Marsh_runoff","silt","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
17,"Methylophilus methylotrophus","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1391521,"Hyphomicrobiaceae bacterium LX49","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
210735,"Roscoffia capitata","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
37817,"Desulfuromusa","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
74032,"Antarctobacter","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
678869,"actinobacterium CH9",,,,,,,
58051,"Moritella sp. PE36","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
293201,"Spumella-like flagellate JBM09",,,,,,,
1261403,"Mangrovibacterium diazotrophicum","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1010386,"gamma proteobacterium SCGC AAA160-O03","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
182552,"Howeina sp. SN004","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
78554,"Alterococcus agarolyticus","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point exposed unprotected"
177238,"Neotrypaea californiensis","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
83461,"Corallococcus","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
221280,"Candidatus Competibacter phosphatis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1628763,"Arcobacter sp. CAB","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
467093,"Ilumatobacter nonamiensis","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
117743,"Flavobacteriia","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
713887,"Candidatus Atelocyanobacterium thalassa","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
29549,"Rhodothermus marinus","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
446680,"Eudoraea","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
939186,"actinobacterium SCGC AAA001-G18","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
139331,"Denitromonas","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
667303,"Salinirepens amamiensis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
27382,"Scutellospora","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
672013,"Phoronis vancouverensis","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
187144,"Caldithrix","Marsh_runoff","silt","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
939193,"actinobacterium SCGC AAA007-L10","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
2856,"Cylindrotheca closterium","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1506975,"Leptospira sp. enrichment culture clone B4-33","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1983306,"Edaphobaculum flavum","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
64705,"Epipyxis","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
418378,"Syllis pigmentata","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
2745,"Halomonas","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
2039232,"Crocinitomix sp.","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
12916,"Acidovorax","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1475483,"Amylibacter marinus","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point exposed unprotected"
641841,"Idiomarina aquimaris","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
487627,"Ascochyta viciae-villosae",,,,,,,
46913,"Devosia","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
394738,"Ampharete","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
591197,"Ignavibacterium album","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
48463,"Prosthecobacter","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
48075,"Marinobacterium","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
366349,"Rhizobium sp. CHNTR26",,,,,,,
1553900,"Oligoflexia","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
1336806,"Reinekea forsetii","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
81,"Hyphomicrobium","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
72275,"Alteromonadaceae","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
306,"Pseudomonas sp.","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
541000,"Ruminococcaceae","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
939181,"Acidobacterium sp. SCGC AAA240-K18","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
186176,"Pseudo-nitzschia seriata","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
311396,"delta proteobacterium LacK4","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1471399,"Draconibacterium","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
5988,"Litostomatea","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
2041801,"Minidiscus sp. RCC4801","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
1084617,"Leptolinea sp. enrichment culture clone Y223","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
776,"Coxiella","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1661263,"Pellucidodinium psammophilum","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
708423,"Legionella sp. HB09011","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
561554,"Zeaxanthinibacter","Unprotected_tidepool","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
1003327,"Anigsteinia clarissima","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
75739,"Eucoccidiorida","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
135575,"Idiomarina","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
89523,"Rubrimonas","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
5935,"Euplotes","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
588673,"Solirubrobacterales","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1796906,"Zeaxanthinibacter aestuarii","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
76892,"Caulobacteraceae","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
2960,"Amphidinium","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
455433,"Pelagicoccus","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
247637,"marine gamma proteobacterium HTCC2246","Unprotected_inner_beach","sand","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
595454,"Rhodopirellula sp. SM52","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point exposed unprotected"
202746,"Sulfurimonas","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
2004506,"Lewinella sp.","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
66801,"Gymnodiniaceae","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
4762,"Oomycetes","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
73778,"Methylocaldum","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1255270,"Rhodobium sp. MGS3-3","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1806670,"Neptuniibacter marinus","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1965321,"Methyloceanibacter sp.","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
149698,"Massilia","Marsh_runoff","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
886847,"Pirellula sp. Br1-4","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
397248,"Pseudomonas sp. An30H-SC-S","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
49277,"Psychroserpens","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
2433,"Roseobacter","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
1871604,"Litorivivens aequoris","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1170072,"Labrys sp. L1992","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
206404,"epsilon proteobacterium 49MY","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
72293,"Helicobacteraceae","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
2039232,"Crocinitomix sp.",,,,,,,
323449,"Pontibacter","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1436140,"Ulnaria acus","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
889109,"Thermobaculum sp. enrichment culture clone VanCtr100","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1837375,"Flavobacteriaceae bacterium HG732","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
1879320,"Ruegeria sp.","Unprotected_tidepool","organic_sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
114106,"Pelobacter sp. A3b3","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point exposed unprotected"
121115,"Gemmata-like str. CJuql4","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
2879,"Ectocarpus","Unprotected_tidepool","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
70997,"Lewinella nigricans","Marsh_runoff","silt","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
754434,"Flavobacteria bacterium SG-13","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1639927,"Lautropia sp. CB 286320",,,,,,,
1658618,"Rubritalea sp. SAORIC-165","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
552923,"Thiothrix sp. ectosymbiont of Niphargus ictus","Marsh_runoff","silt","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1220491,"Litorimonas cladophorae","Unprotected_tidepool","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
449810,"Lutimonas","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
1851509,"Naganishia","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
386965,"Flavobacterium sp. CI35","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
206389,"Rhodocyclales","Unprotected_outer_beach","sand","Exposed_intertidal","High","No","Outside","Pillar Point exposed unprotected"
1530559,"delta proteobacterium FM3-C3","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
247637,"marine gamma proteobacterium HTCC2246","Marsh_runoff","silt","Embayment_intertidal","Low","No","Inside","Pillar Point embankment unprotected"
1417661,"Croceitalea litorea","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
50839,"unidentified eubacterium RB35","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
1397111,"Marinobacterium sp. IMCC1424","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
28196,"Arcobacter","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
1986204,"Brevefilum fermentans","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","Low","No","Inside","Pillar Point embankment unprotected"
28021,"Phyllophoraceae","Unprotected_outer_beach","sand","Exposed_intertidal","Low","No","Outside","Pillar Point exposed unprotected"
36882,"Pyramimonas","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point exposed unprotected"
1537241,"Loktanella sp. II 4.36","Protected_outer_beach","sand","Exposed_intertidal","High","Yes","Outside","Pillar Point SMCA"
35493,"Streptophyta","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
1513793,"Pseudobacteriovorax antillogorgiicola","Protected_outer_beach","sand","Exposed_intertidal","Low","Yes","Outside","Pillar Point SMCA"
335852,"Arthrinium arundinis",,,,,,,
214723,"delta proteobacterium GMD14H09","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
267890,"Shewanellaceae","Unprotected_inner_beach","sand","Embayment_intertidal","High","No","Inside","Pillar Point embankment unprotected"
503722,"Novosphingobium sp. SMCC B0615","Unprotected_inner_beach","sand","Embayment_Shoreline_and_beach","High","No","Inside","Pillar Point embankment unprotected"
1661264,"Nusuttodinium desymbiontum","Unprotected_outer_beach","sand","Exposed_Shoreline_and_beach","High","No","Outside","Pillar Point exposed unprotected"
